Time,Source,Destination,Protocol,Length,Hw_src,HW_dst
1638200293.3701327,142.250.217.194,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3708708,23.62.212.240,10.102.204.45,TCP,74,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3708954,10.102.204.45,23.62.212.240,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.372984,142.250.217.162,10.102.204.45,UDP,514,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3730595,142.250.217.162,10.102.204.45,UDP,68,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.38173,142.250.64.130,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3817303,142.250.64.130,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3818045,142.250.64.130,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3818045,142.250.64.130,10.102.204.45,UDP,167,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3822331,142.250.217.194,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3822331,142.250.217.194,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.382308,142.250.217.194,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.382308,142.250.217.194,10.102.204.45,UDP,161,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3832157,142.250.64.228,10.102.204.45,UDP,126,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.384264,142.250.64.228,10.102.204.45,UDP,68,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3927193,174.129.113.31,10.102.204.45,TLSv1.2,3633,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.392756,10.102.204.45,174.129.113.31,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.3933735,174.129.113.31,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3955,174.129.113.31,10.102.204.45,TCP,7306,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3955243,10.102.204.45,174.129.113.31,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.3955436,174.129.113.31,10.102.204.45,TLSv1.2,4410,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3955529,10.102.204.45,174.129.113.31,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.3955972,174.129.113.31,10.102.204.45,TLSv1.2,2221,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.3956046,10.102.204.45,174.129.113.31,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4025595,142.250.64.228,10.102.204.45,UDP,68,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4054968,142.250.217.162,10.102.204.45,UDP,514,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.410151,10.102.204.45,142.250.64.130,UDP,83,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4115129,10.102.204.45,142.250.64.130,UDP,200,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4117053,10.102.204.45,142.250.64.228,UDP,78,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4117894,10.102.204.45,142.250.64.228,UDP,76,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.412156,10.102.204.45,142.250.217.194,UDP,83,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4132593,10.102.204.45,142.250.217.194,UDP,207,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4135008,10.102.204.45,23.62.212.240,TLSv1.2,583,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.413649,10.102.204.45,142.250.217.162,UDP,78,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.413721,10.102.204.45,142.250.217.162,UDP,76,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4167888,10.102.204.45,142.250.64.130,UDP,1288,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4168136,10.102.204.45,142.250.64.130,UDP,1292,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.416871,10.102.204.45,142.250.64.130,UDP,881,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.416885,10.102.204.45,142.250.64.130,UDP,91,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.417404,10.102.204.45,142.250.64.130,UDP,344,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4182477,142.250.64.130,10.102.204.45,UDP,960,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.418248,142.250.64.130,10.102.204.45,UDP,147,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4184916,10.102.204.45,142.250.64.130,UDP,75,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.418746,10.102.204.45,142.250.217.194,UDP,611,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4192262,10.102.204.45,142.250.217.162,UDP,77,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4199026,142.250.64.228,10.102.204.45,UDP,68,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4200804,142.250.217.194,10.102.204.45,UDP,964,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4200807,142.250.217.194,10.102.204.45,UDP,147,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.420276,10.102.204.45,142.250.64.225,UDP,1292,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4205248,10.102.204.45,142.250.217.194,UDP,76,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4230385,10.102.204.45,172.217.3.66,UDP,121,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4240909,142.250.64.130,10.102.204.45,UDP,67,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4240909,142.250.64.130,10.102.204.45,UDP,67,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4244044,142.250.64.130,10.102.204.45,UDP,69,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.424475,10.102.204.45,142.250.64.130,UDP,75,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4253094,142.250.217.162,10.102.204.45,UDP,68,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.425544,142.250.217.194,10.102.204.45,UDP,69,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4294853,172.217.3.66,10.102.204.45,UDP,70,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.431042,172.217.3.66,10.102.204.45,UDP,1288,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.431042,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.431042,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.431042,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4310422,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4310422,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4310422,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4310424,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4310813,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4310813,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4310813,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4311464,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4311464,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4311464,172.217.3.66,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4311464,172.217.3.66,10.102.204.45,UDP,369,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4312434,10.102.204.45,172.217.3.66,UDP,78,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4312935,10.102.204.45,172.217.3.66,UDP,75,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4313247,10.102.204.45,172.217.3.66,UDP,75,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4313676,10.102.204.45,172.217.3.66,UDP,75,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4313984,10.102.204.45,172.217.3.66,UDP,75,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4314344,10.102.204.45,172.217.3.66,UDP,75,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4314632,10.102.204.45,172.217.3.66,UDP,75,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.431521,10.102.204.45,172.217.3.66,UDP,75,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.435679,142.250.64.225,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4371412,10.102.204.45,142.250.64.225,UDP,1292,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4413056,142.250.64.130,10.102.204.45,UDP,746,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4413445,142.250.217.194,10.102.204.45,UDP,488,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4415326,142.250.64.130,10.102.204.45,UDP,90,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4415388,10.102.204.45,142.250.64.130,UDP,77,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4417107,10.102.204.45,142.250.217.194,UDP,77,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4426067,23.62.212.240,10.102.204.45,TCP,66,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4444764,142.250.64.225,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.444533,142.250.64.225,10.102.204.45,UDP,1292,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4445336,142.250.64.225,10.102.204.45,UDP,1231,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4449005,23.62.212.240,10.102.204.45,TLSv1.2,2962,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4449005,23.62.212.240,10.102.204.45,TLSv1.2,1266,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4449005,23.62.212.240,10.102.204.45,TLSv1.2,333,3c:13:cc:6c:7b:5f,70:85:c2:09:30:5b
1638200293.4449275,10.102.204.45,23.62.212.240,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4449415,10.102.204.45,23.62.212.240,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4449496,10.102.204.45,23.62.212.240,TCP,66,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4450097,10.102.204.45,142.250.64.225,UDP,83,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4461415,10.102.204.45,142.250.64.225,UDP,83,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
1638200293.4540012,10.102.204.45,142.250.64.225,UDP,125,70:85:c2:09:30:5b,3c:13:cc:6c:7b:5f
