"Time","Source","Destination","Protocol","Length","Hw_src","HW_dst"
"1625503773.618964868","192.168.1.120","172.217.3.67","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503773.619010720","192.168.1.120","108.177.12.188","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503773.619029128","192.168.1.120","142.250.64.238","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503773.621418813","172.217.3.67","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503773.623313294","142.250.64.238","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503773.641431702","108.177.12.188","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503777.058938665","192.168.1.120","35.237.95.170","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503777.085810393","35.237.95.170","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503777.243011764","192.168.1.120","142.250.64.131","TLSv1.2","147","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503777.243189657","192.168.1.120","142.250.64.131","TLSv1.2","105","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503777.245623262","142.250.64.131","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503777.245777104","142.250.64.131","192.168.1.120","TLSv1.2","105","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503777.245817930","192.168.1.120","142.250.64.131","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503777.258496527","142.250.64.131","192.168.1.120","TLSv1.2","203","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503777.258568254","192.168.1.120","142.250.64.131","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503777.258889195","142.250.64.131","192.168.1.120","TLSv1.2","591","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503777.258949720","192.168.1.120","142.250.64.131","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503777.258964144","142.250.64.131","192.168.1.120","TLSv1.2","105","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503777.258979252","192.168.1.120","142.250.64.131","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503777.262586158","192.168.1.120","142.250.64.131","TLSv1.2","105","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503777.270875457","142.250.64.131","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503777.298918153","192.168.1.120","35.237.95.170","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503777.298963977","192.168.1.120","35.237.95.170","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503777.321092417","35.237.95.170","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503777.321342685","35.237.95.170","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503777.378931262","192.168.1.120","35.237.95.170","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503777.399689307","35.237.95.170","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503777.634870460","192.168.1.134","224.0.0.251","MDNS","181","7c:ab:60:a3:17:21","01:00:5e:00:00:fb"
"1625503777.637415452","fe80::2f:b689:fd6d:b435","ff02::fb","MDNS","201","7c:ab:60:a3:17:21","33:33:00:00:00:fb"
"1625503777.639250316","192.168.1.134","224.0.0.251","IGMPv2","46","7c:ab:60:a3:17:21","01:00:5e:00:00:fb"
"1625503778.662310562","192.168.1.134","224.0.0.251","MDNS","181","7c:ab:60:a3:17:21","01:00:5e:00:00:fb"
"1625503778.664504329","fe80::2f:b689:fd6d:b435","ff02::fb","MDNS","201","7c:ab:60:a3:17:21","33:33:00:00:00:fb"
"1625503778.738907172","192.168.1.120","172.67.171.251","TCP","54","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503778.741075462","172.67.171.251","192.168.1.120","TCP","54","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503779.378938263","192.168.1.120","35.237.95.170","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503779.399908424","35.237.95.170","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503783.368392682","212.119.29.133","192.168.1.120","TLSv1.2","308","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503783.368476967","192.168.1.120","212.119.29.133","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503783.369204320","192.168.1.120","212.119.29.133","TLSv1.2","914","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503783.369782729","212.119.29.133","192.168.1.120","TLSv1.2","308","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503783.369824317","192.168.1.120","212.119.29.133","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503783.369841814","212.119.29.133","192.168.1.120","TLSv1.2","308","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503783.369855461","192.168.1.120","212.119.29.133","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503783.473474045","212.119.29.133","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503791.354859045","81.4.102.164","192.168.1.120","TLSv1.2","415","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503791.354939261","192.168.1.120","81.4.102.164","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503791.355515385","81.4.102.164","192.168.1.120","TLSv1.2","415","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503791.355556882","192.168.1.120","81.4.102.164","TCP","78","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503791.355576047","81.4.102.164","192.168.1.120","TLSv1.2","415","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503791.355590638","192.168.1.120","81.4.102.164","TCP","78","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503791.355600378","81.4.102.164","192.168.1.120","TLSv1.2","415","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503791.355612970","192.168.1.120","81.4.102.164","TCP","78","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503809.458936088","192.168.1.120","91.199.212.52","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503809.459070214","192.168.1.120","142.250.217.173","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503809.465806260","142.250.217.173","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503809.490424756","91.199.212.52","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503815.318016466","Tp-LinkT_6d:75:c6","Raspberr_67:66:4b","ARP","42","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503815.318072539","Raspberr_67:66:4b","Tp-LinkT_6d:75:c6","ARP","42","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503819.420251530","212.119.29.133","192.168.1.120","TLSv1.2","308","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503819.420335140","192.168.1.120","212.119.29.133","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503819.420981687","192.168.1.120","212.119.29.133","TLSv1.2","935","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503819.525222719","212.119.29.133","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503819.698913840","192.168.1.120","142.250.64.238","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503819.698954413","192.168.1.120","108.177.12.188","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503819.698968246","192.168.1.120","172.217.3.67","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503819.701133275","142.250.64.238","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503819.701249070","172.217.3.67","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503819.720517907","108.177.12.188","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503821.304894018","192.168.1.120","81.4.102.164","TLSv1.2","255","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503821.452015315","81.4.102.164","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503821.860769170","81.4.102.164","192.168.1.120","TLSv1.2","415","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503821.860905298","192.168.1.120","81.4.102.164","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503822.898913445","192.168.1.120","142.250.64.131","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503822.901623825","142.250.64.131","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503824.818941004","192.168.1.120","35.237.95.170","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503824.818999447","192.168.1.120","172.67.171.251","TCP","54","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503824.819014966","192.168.1.120","35.237.95.170","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503824.819031632","192.168.1.120","35.237.95.170","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503824.819047188","192.168.1.120","35.237.95.170","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503824.819060058","192.168.1.120","35.237.95.170","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503824.821303112","172.67.171.251","192.168.1.120","TCP","54","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503824.840881030","35.237.95.170","192.168.1.120","TCP","54","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503824.841008362","35.237.95.170","192.168.1.120","TCP","54","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503824.841247527","35.237.95.170","192.168.1.120","TCP","54","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503824.841272138","35.237.95.170","192.168.1.120","TCP","54","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503824.841287082","35.237.95.170","192.168.1.120","TCP","54","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503828.463860837","91.199.212.52","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503828.464023151","91.199.212.52","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503828.464063558","192.168.1.120","91.199.212.52","TCP","78","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503828.464503055","91.199.212.52","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503828.464525999","192.168.1.120","91.199.212.52","TCP","78","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503828.464613536","91.199.212.52","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503828.464628776","192.168.1.120","91.199.212.52","TCP","78","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503837.247057517","192.168.1.120","239.255.255.250","SSDP","209","dc:a6:32:67:66:4b","01:00:5e:7f:ff:fa"
"1625503837.640960629","192.168.1.134","224.0.0.251","MDNS","181","7c:ab:60:a3:17:21","01:00:5e:00:00:fb"
"1625503837.643881099","fe80::2f:b689:fd6d:b435","ff02::fb","MDNS","201","7c:ab:60:a3:17:21","33:33:00:00:00:fb"
"1625503838.232477236","192.168.1.120","165.227.106.11","NTP","90","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503838.256071947","192.168.1.120","239.255.255.250","SSDP","209","dc:a6:32:67:66:4b","01:00:5e:7f:ff:fa"
"1625503838.264346418","165.227.106.11","192.168.1.120","NTP","90","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503838.462214045","192.168.1.134","224.0.0.251","IGMPv2","46","7c:ab:60:a3:17:21","01:00:5e:00:00:fb"
"1625503838.666405461","192.168.1.134","224.0.0.251","MDNS","181","7c:ab:60:a3:17:21","01:00:5e:00:00:fb"
"1625503838.668375413","fe80::2f:b689:fd6d:b435","ff02::fb","MDNS","201","7c:ab:60:a3:17:21","33:33:00:00:00:fb"
"1625503839.256563072","192.168.1.120","239.255.255.250","SSDP","209","dc:a6:32:67:66:4b","01:00:5e:7f:ff:fa"
"1625503840.257089426","192.168.1.120","239.255.255.250","SSDP","209","dc:a6:32:67:66:4b","01:00:5e:7f:ff:fa"
"1625503841.736838785","192.168.1.134","224.0.0.251","MDNS","181","7c:ab:60:a3:17:21","01:00:5e:00:00:fb"
"1625503841.739566036","fe80::2f:b689:fd6d:b435","ff02::fb","MDNS","201","7c:ab:60:a3:17:21","33:33:00:00:00:fb"
"1625503855.538930338","192.168.1.120","142.250.217.173","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503855.547883773","142.250.217.173","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503861.399685492","212.119.29.133","192.168.1.120","TLSv1.2","308","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503861.399774991","192.168.1.120","212.119.29.133","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503861.400484169","192.168.1.120","212.119.29.133","TLSv1.2","914","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503861.400573854","Tp-LinkT_6d:75:c6","Raspberr_67:66:4b","ARP","42","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503861.400603761","Raspberr_67:66:4b","Tp-LinkT_6d:75:c6","ARP","42","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503861.504484540","212.119.29.133","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503861.602928168","192.168.1.134","224.0.0.251","MDNS","181","7c:ab:60:a3:17:21","01:00:5e:00:00:fb"
"1625503861.604901241","fe80::2f:b689:fd6d:b435","ff02::fb","MDNS","201","7c:ab:60:a3:17:21","33:33:00:00:00:fb"
"1625503862.627730431","192.168.1.134","224.0.0.251","IGMPv2","46","7c:ab:60:a3:17:21","01:00:5e:00:00:fb"
"1625503862.629684783","192.168.1.134","224.0.0.251","MDNS","181","7c:ab:60:a3:17:21","01:00:5e:00:00:fb"
"1625503862.631863910","fe80::2f:b689:fd6d:b435","ff02::fb","MDNS","201","7c:ab:60:a3:17:21","33:33:00:00:00:fb"
"1625503865.778959666","192.168.1.120","172.217.3.67","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503865.779015406","192.168.1.120","108.177.12.188","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503865.779034221","192.168.1.120","142.250.64.238","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503865.788280732","172.217.3.67","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503865.788389453","142.250.64.238","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503865.804436181","108.177.12.188","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503867.058946210","192.168.1.120","81.4.102.164","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503867.169976569","81.4.102.164","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503870.898908734","192.168.1.120","142.250.64.131","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503870.898953327","192.168.1.120","172.67.171.251","TCP","54","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503870.906526304","142.250.64.131","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503870.906656600","172.67.171.251","192.168.1.120","TCP","54","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.637688570","192.168.1.120","192.168.1.1","DNS","79","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.639636240","192.168.1.1","192.168.1.120","DNS","119","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.640221791","192.168.1.120","142.250.217.206","TCP","74","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.643000178","142.250.217.206","192.168.1.120","TCP","74","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.643107047","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.644220872","192.168.1.120","142.250.217.206","TLSv1.3","583","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.647508106","142.250.217.206","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.662393473","142.250.217.206","192.168.1.120","TLSv1.3","1484","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.662466065","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.663371707","142.250.217.206","192.168.1.120","TCP","1484","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.663416243","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.663441206","142.250.217.206","192.168.1.120","TCP","1484","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.663456836","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.663468391","142.250.217.206","192.168.1.120","TLSv1.3","602","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.663487076","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.680156671","192.168.1.120","142.250.217.206","TLSv1.3","130","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.680646963","192.168.1.120","142.250.217.206","TLSv1.3","152","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.681131663","192.168.1.120","142.250.217.206","TLSv1.3","326","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.681282310","192.168.1.120","142.250.217.206","TLSv1.3","110","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.682422320","142.250.217.206","192.168.1.120","TLSv1.3","674","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.682483319","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.682578245","142.250.217.206","192.168.1.120","TLSv1.3","97","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.682596911","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.683041926","192.168.1.120","142.250.217.206","TLSv1.3","97","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.685274057","142.250.217.206","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.690026188","142.250.217.206","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.778905543","142.250.217.206","192.168.1.120","TLSv1.3","535","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.778998654","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.779106542","142.250.217.206","192.168.1.120","TLSv1.3","170","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.779126634","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.779310744","142.250.217.206","192.168.1.120","TLSv1.3","110","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.779330614","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.779341225","142.250.217.206","192.168.1.120","TLSv1.3","318","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.779353021","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.779362688","142.250.217.206","192.168.1.120","TLSv1.3","105","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503871.779373669","192.168.1.120","142.250.217.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.782218296","192.168.1.120","142.250.217.206","TLSv1.3","105","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503871.784092522","142.250.217.206","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503874.098908077","192.168.1.120","91.199.212.52","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503874.130415259","91.199.212.52","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1625503887.999716080","192.168.1.120","81.4.102.164","TLSv1.2","255","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1625503888.111271767","81.4.102.164","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
