"Time","Source","Destination","Protocol","Length","Hw_src","HW_dst"
"1624229182.546025674","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229182.548057480","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229182.548162034","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229182.548188386","35.245.152.168","192.168.1.120","HTTP","667","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229182.548205700","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229183.729809437","Tp-LinkT_6d:75:c6","Raspberr_67:66:4b","ARP","42","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229183.729868992","Raspberr_67:66:4b","Tp-LinkT_6d:75:c6","ARP","42","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229187.835811241","35.245.152.168","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229187.835917925","35.245.152.168","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229187.835945721","192.168.1.120","35.245.152.168","TCP","78","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229188.955274835","192.168.1.120","216.58.192.42","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229188.957060960","216.58.192.42","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229191.116172185","212.119.29.133","192.168.1.120","TLSv1.2","308","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229191.117404780","192.168.1.120","212.119.29.133","TLSv1.2","935","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229191.288055794","212.119.29.133","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229195.693199026","192.168.1.120","204.2.134.163","NTP","90","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229199.072248612","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229199.073841333","192.168.1.120","35.245.152.168","TCP","74","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229199.107511273","35.245.152.168","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229199.110027372","35.245.152.168","192.168.1.120","TCP","74","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229199.110090519","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229199.110838677","192.168.1.120","35.245.152.168","HTTP","548","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229199.141631411","35.245.152.168","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229199.195309089","192.168.1.120","172.67.202.47","TCP","54","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229199.195354181","192.168.1.120","172.217.15.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229199.201303182","172.217.15.206","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229199.201965100","172.67.202.47","192.168.1.120","TCP","54","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229200.061727739","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229200.061911311","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229200.062954261","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229200.063074723","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229200.063121333","35.245.152.168","192.168.1.120","HTTP","669","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229200.063155852","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229202.303607010","192.168.1.120","239.255.255.250","SSDP","209","dc:a6:32:67:66:4b","01:00:5e:7f:ff:fa"
"1624229203.304482391","192.168.1.120","239.255.255.250","SSDP","209","dc:a6:32:67:66:4b","01:00:5e:7f:ff:fa"
"1624229204.305002110","192.168.1.120","239.255.255.250","SSDP","209","dc:a6:32:67:66:4b","01:00:5e:7f:ff:fa"
"1624229204.315268338","192.168.1.120","216.58.192.42","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229204.316950985","216.58.192.42","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229205.065170063","35.245.152.168","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229205.105295785","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229205.305537366","192.168.1.120","239.255.255.250","SSDP","209","dc:a6:32:67:66:4b","01:00:5e:7f:ff:fa"
"1624229208.191608848","192.168.1.120","35.245.152.168","TCP","74","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229208.225970384","35.245.152.168","192.168.1.120","TCP","74","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229208.226040643","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229208.226525859","192.168.1.120","35.245.152.168","HTTP","522","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229208.257537750","35.245.152.168","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.137740753","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.137804937","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.139551972","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.139602212","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.140042670","35.245.152.168","192.168.1.120","HTTP","668","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.140069633","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.285002803","192.168.1.120","35.245.152.168","HTTP","483","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.291467023","192.168.1.120","35.245.152.168","TCP","74","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.293131892","192.168.1.120","35.245.152.168","TCP","74","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.295458439","192.168.1.120","192.168.1.1","DNS","76","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.297111697","192.168.1.1","192.168.1.120","DNS","92","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.297548044","192.168.1.120","35.245.152.168","TCP","74","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.297582617","192.168.1.120","192.168.1.1","DNS","83","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.298855991","192.168.1.1","192.168.1.120","DNS","99","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.299956496","192.168.1.120","81.171.8.143","TCP","74","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.300534897","192.168.1.120","95.168.216.7","TCP","74","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.315567423","35.245.152.168","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.323245350","35.245.152.168","192.168.1.120","TCP","74","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.323342423","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.323441496","35.245.152.168","192.168.1.120","TCP","74","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.323483551","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.323794658","192.168.1.120","35.245.152.168","HTTP","483","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.324133469","192.168.1.120","35.245.152.168","HTTP","475","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.328543676","35.245.152.168","192.168.1.120","TCP","74","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.328633212","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.329021189","192.168.1.120","35.245.152.168","HTTP","450","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.330753594","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.330848630","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.332716164","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.332769478","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.332793089","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.332807996","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.332818292","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.332838496","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.332848032","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.332860792","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.332870440","35.245.152.168","192.168.1.120","HTTP","1254","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.332883532","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.361763134","35.245.152.168","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.361923428","35.245.152.168","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.362018835","35.245.152.168","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.362318553","35.245.152.168","192.168.1.120","HTTP","1115","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.362366349","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.364747432","35.245.152.168","192.168.1.120","HTTP","1165","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.364795024","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.398638604","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.398694567","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.400122994","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.400192253","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.400216660","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.400239122","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.401775826","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.401826252","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.404077225","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.404126521","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.404150854","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.404166039","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.404177094","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.404190316","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.404199909","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.404211557","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.404223742","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.404221890","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.404240649","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.412778474","81.171.8.143","192.168.1.120","TCP","74","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.412853862","192.168.1.120","81.171.8.143","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.413598668","192.168.1.120","81.171.8.143","TLSv1","583","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.416587373","81.171.8.143","192.168.1.120","TCP","54","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.435290022","192.168.1.120","172.217.1.99","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.435315132","192.168.1.120","142.250.64.246","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.435319910","192.168.1.120","172.217.8.129","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.435324743","192.168.1.120","142.250.64.163","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.435343021","192.168.1.120","172.217.15.205","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.437266202","95.168.216.7","192.168.1.120","TCP","74","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.437373849","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.437546624","142.250.64.246","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.437661956","172.217.8.129","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.438030730","192.168.1.120","95.168.216.7","TLSv1.2","583","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.438755406","172.217.1.99","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.441713445","142.250.64.163","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.441818333","172.217.15.205","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.455852759","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.455947517","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.457383852","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.457462370","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.458167232","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.458219639","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.458244379","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.458260712","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.458272101","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.458306378","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.459372125","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.459412162","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.459433569","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.459448494","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.459459587","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.459475124","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.459485901","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.459496383","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.459835490","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.459994395","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.460024617","35.245.152.168","192.168.1.120","HTTP","295","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.460046580","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.521834755","192.168.1.120","35.245.152.168","HTTP","458","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.533293749","192.168.1.120","35.245.152.168","HTTP","475","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.562906342","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.564808968","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.564852782","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.564874393","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.564889022","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.564899318","35.245.152.168","192.168.1.120","HTTP","839","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.564925762","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.571351446","35.245.152.168","192.168.1.120","TCP","1474","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.571408278","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.572825891","35.245.152.168","192.168.1.120","HTTP","187","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.572871557","192.168.1.120","35.245.152.168","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.575463267","95.168.216.7","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.579697069","95.168.216.7","192.168.1.120","TLSv1.2","1514","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.579751550","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.580774223","95.168.216.7","192.168.1.120","TCP","1514","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.580821870","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.581132330","95.168.216.7","192.168.1.120","TLSv1.2","1514","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.581163811","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.581179662","95.168.216.7","192.168.1.120","TLSv1.2","214","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.581192866","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.594121268","192.168.1.120","95.168.216.7","TLSv1.2","192","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.660865681","172.217.15.206","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.705282043","192.168.1.120","172.217.15.206","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.731284068","95.168.216.7","192.168.1.120","TLSv1.2","308","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.731397678","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.732571756","192.168.1.120","95.168.216.7","TLSv1.2","544","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.870467510","95.168.216.7","192.168.1.120","TLSv1.2","326","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.870527047","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.870893542","95.168.216.7","192.168.1.120","TLSv1.2","126","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.870930449","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.872113324","95.168.216.7","192.168.1.120","TLSv1.2","119","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.872169453","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.873099127","95.168.216.7","192.168.1.120","TLSv1.2","118","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.873139497","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.873823285","95.168.216.7","192.168.1.120","TCP","1514","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.873870433","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.874134115","95.168.216.7","192.168.1.120","TLSv1.2","997","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.874167966","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.874185133","95.168.216.7","192.168.1.120","TLSv1.2","97","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.874200762","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.874211299","95.168.216.7","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229209.874483203","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229209.914240454","192.168.1.120","95.168.216.7","TCP","74","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
"1624229210.010567609","95.168.216.7","192.168.1.120","TCP","66","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229210.046659052","95.168.216.7","192.168.1.120","TCP","74","18:d6:c7:6d:75:c6","dc:a6:32:67:66:4b"
"1624229210.046729792","192.168.1.120","95.168.216.7","TCP","66","dc:a6:32:67:66:4b","18:d6:c7:6d:75:c6"
